Actor_Name,Number_of_Movies,Average_Revenue,Star_Power_Score
Olivia Jewson,1,2207949.8,211787745.22796035
Steve Marachuk,1,2207949.8,211787745.22796035
Christopher Showerman,1,2207949.8,211787745.22796035
Lucie Zhang,1,2200000.0,211786420.26129368
Makita Samba,1,2200000.0,211786420.26129368
John Dall,1,2200000.0,211786420.26129368
Lukas Schwarz,1,2193474.0,211785332.59462702
Susanne Wuest,1,2193474.0,211785332.59462702
Elias Schwarz,1,2193474.0,211785332.59462702
Harry Dean Stanton,1,2181987.0,211783418.09462702
Stig Frode Henriksen,1,2166797.0,211780886.42796037
Charlotte Frogner,1,2166797.0,211780886.42796037
Juan Riedinger,1,2151887.0,211778401.42796037
Ashleigh Gryzko,1,2151887.0,211778401.42796037
Johan Libéreau,1,2141798.0,211776719.92796037
Maud Wyler,1,2141798.0,211776719.92796037
Fanny Valette,1,2141798.0,211776719.92796037
Ewan McGregor,34,205610212.4235294,211776044.71712208
Sander Thomas,1,2122288.0,211773468.26129368
Sonja Smits,1,2120755.0,211773212.76129368
Callan Mulvey,1,2119530.2,211773008.62796035
Fivel Stewart,1,2118582.0,211772850.59462702
Matthew-Lee Erlbach,1,2102779.0,211770216.76129368
Yanti Somer,1,2100000.0,211769753.59462702
Keenan Kampa,1,2093725.0,211768707.76129368
Ruth Wilson,1,2088390.0,211767818.59462702
Samantha Berg,1,2063312.0,211763638.92796037
Dean Gomersall,1,2063312.0,211763638.92796037
John Jett,1,2063312.0,211763638.92796037
Monia Chokri,1,2062406.0,211763487.92796037
Charlotte St-Martin,1,2062406.0,211763487.92796037
Marc-André Grondin,1,2062406.0,211763487.92796037
Mauro Meconi,1,2062203.6,211763454.19462702
Katy Louise Saunders,1,2062203.6,211763454.19462702
Jaime de Hoyos,1,2040920.0,211759906.92796037
Consuelo Gómez,1,2040920.0,211759906.92796037
Enric Auquer,1,2035911.0,211759072.09462702
Megan Montaner,1,2035911.0,211759072.09462702
Michael Masini,1,2024063.0,211757097.42796037
Barbara Crampton,1,2023414.0,211756989.26129368
Bruce Abbott,1,2023414.0,211756989.26129368
Mitsuo Iwata,1,2018608.0,211756188.26129368
Nozomu Sasaki,1,2018608.0,211756188.26129368
Ana Ularu,1,2006704.0,211754204.26129368
Pasha D. Lychnikoff,1,2006704.0,211754204.26129368
Ray Park,1,2000371.0,211753148.76129368
Kiko Pissolato,1,2000000.0,211753086.92796037
Samuel de Assis,1,2000000.0,211753086.92796037
Tainá Medina,1,2000000.0,211753086.92796037
Mark Daugherty,1,2000000.0,211753086.92796037
Masey McLain,1,2000000.0,211753086.92796037
Philippe Volter,1,1999955.0,211753079.42796037
Halina Gryglaszewska,1,1999955.0,211753079.42796037
Paul Dawson,1,1997497.0,211752669.76129368
Adam Hardman,1,1997497.0,211752669.76129368
Lindsay Beamish,1,1997497.0,211752669.76129368
Lily Held,1,1965219.0,211747290.09462702
Kya Stein,1,1965219.0,211747290.09462702
Sema'j Alexander Cunningham,1,1965219.0,211747290.09462702
Patrick Kilpatrick,1,1961410.6,211746655.3612937
Florent Dorin,1,1946816.0,211744222.92796037
Raphaël Descraques,1,1946816.0,211744222.92796037
Enya Baroux,1,1946816.0,211744222.92796037
Tinatin Dalakishvili,1,1940234.0,211743125.92796037
Artyom Tkachenko,1,1940234.0,211743125.92796037
Shinobu Nakayama,1,1907743.0,211737710.76129368
Chin Siu-ho,1,1907743.0,211737710.76129368
Diego Cortina Autrey,1,1903062.0,211736930.59462702
Marina de Tavira,1,1903062.0,211736930.59462702
James Jagger,1,1900000.0,211736420.26129368
Eric Savin,1,1900000.0,211736420.26129368
Renne Korppila,1,1891907.0,211735071.42796037
Kris Gummerus,1,1891907.0,211735071.42796037
Rami Rusinen,1,1891907.0,211735071.42796037
Ruth Díaz,1,1891519.0,211735006.76129368
Urko Olazábal,1,1891519.0,211735006.76129368
Noriaki Sugiyama,11,192657813.87272727,211734654.6354851
Génesis Rodríguez,1,1887554.0,211734345.92796037
Emmanuelle Seigner,1,1862805.0,211730221.09462702
Eugenie Liu,1,1862261.0,211730130.42796037
Chen-Ling Wen,1,1862261.0,211730130.42796037
Roy Chiu,1,1862261.0,211730130.42796037
Paolo Malco,1,1845819.0,211727390.09462702
Ania Pieroni,1,1845819.0,211727390.09462702
Stanley Baker,1,1844228.0,211727124.92796037
Ulla Jacobsson,1,1844228.0,211727124.92796037
Sara Gilbert,1,1829804.0,211724720.92796037
Cristin Milioti,1,1818417.0,211722823.09462702
Karina Kolokolchykova,1,1817696.0,211722702.92796037
Almudena Amor,1,1817696.0,211722702.92796037
Vera Valdez,1,1817696.0,211722702.92796037
Dali Rose Tetreault,1,1800000.0,211719753.59462702
Lucas Paul,1,1800000.0,211719753.59462702
Ross Paul,1,1800000.0,211719753.59462702
Chrissy Calhoun,1,1798418.0,211719489.92796037
Matt Cohen,1,1798418.0,211719489.92796037
Marie-Laure Dougnac,1,1794187.0,211718784.76129368
Arsher Ali,1,1786396.0,211717486.26129368
Robert James-Collier,1,1786396.0,211717486.26129368
Mary Astor,1,1772000.0,211715086.92796037
Andrew Bennett,1,1756887.0,211712568.09462702
Catherine Clinch,1,1756887.0,211712568.09462702
Carrie Crowley,1,1756887.0,211712568.09462702
Liz Dieppa,1,1753826.0,211712057.92796037
Valery Sais,1,1753826.0,211712057.92796037
Rocío García,1,1753826.0,211712057.92796037
Judith Vittet,1,1738611.0,211709522.09462702
Yoon Jae,2,106713656.4,211706547.76682314
Lee Joon-hyun,2,106704504.4,211703932.9096803
Lesley-Anne Down,1,1702394.0,211703485.92796037
Anthony Howell,1,1647997.6,211694419.8612937
Jack Derges,1,1647997.6,211694419.8612937
Charlotte Hunter,1,1647997.6,211694419.8612937
Lily Frazer,1,1640866.0,211693231.26129368
George Harrison,1,1626784.0,211690884.26129368
John Lennon,1,1626784.0,211690884.26129368
Paul McCartney,1,1626784.0,211690884.26129368
Martin Compston,1,1605139.0,211687276.76129368
William McNamara,1,1596687.0,211685868.09462702
Emma Lung,1,1594955.0,211685579.42796037
Olga Lerman,1,1593464.0,211685330.92796037
Artur Smolyaninov,1,1593464.0,211685330.92796037
Jane Darwell,1,1591000.0,211684920.26129368
Bella Heathcote,1,1584759.0,211683880.09462702
Kai-Chung Mak,1,1575158.0,211682279.92796037
Terrence Fok Shui-Wa,1,1575158.0,211682279.92796037
Courtney Taylor-Taylor,1,1574623.0,211682190.76129368
Margo Stilley,1,1574623.0,211682190.76129368
Kieran O'Brien,1,1574623.0,211682190.76129368
Yukiko Kobayashi,1,1568760.0,211681213.59462702
Jun Tazaki,1,1568760.0,211681213.59462702
Akira Kubo,1,1568760.0,211681213.59462702
Charlie Bewley,1,1521672.0,211673365.59462702
Cesar Ramos,1,1513388.0,211671984.92796037
Majandra Delfino,1,1500903.6,211669904.19462702
Tiffani Thiessen,1,1500903.6,211669904.19462702
Mildred Davis,1,1500000.0,211669753.59462702
Bill Strother,1,1500000.0,211669753.59462702
Harold Lloyd,1,1500000.0,211669753.59462702
Lorina Kamburova,1,1476843.0,211665894.09462702
Camila Sodi,1,1474579.0,211665516.76129368
Lucy Paez,1,1474579.0,211665516.76129368
Juan Pablo Castaneda,1,1474579.0,211665516.76129368
Linus Roache,1,1474224.0,211665457.59462702
Eili Harboe,1,1471656.0,211665029.59462702
Kaya Wilkins,1,1471656.0,211665029.59462702
Henrik Rafaelsen,1,1471656.0,211665029.59462702
Sabrina Kern,1,1468454.0,211664495.92796037
Courtney Halverson,1,1468454.0,211664495.92796037
Carolyn Hennesy,1,1468454.0,211664495.92796037
Nathaniel Brown,1,1467278.0,211664299.92796037
Cyril Roy,1,1467278.0,211664299.92796037
Helena Mattsson,1,1463596.6,211663686.3612937
Philip Marlatt,1,1463596.6,211663686.3612937
Dominic Keating,1,1463596.6,211663686.3612937
Joseph Booton,1,1463596.6,211663686.3612937
Elizabeth Lee Mei-Fung,1,1442918.2,211660239.9612937
Cas Anvar,1,1431904.0,211658404.26129368
Ed Westwick,1,1415804.0,211655720.92796037
Brigitte Helm,1,1405032.0,211653925.59462702
Gustav Fröhlich,1,1405032.0,211653925.59462702
Alfred Abel,1,1405032.0,211653925.59462702
Kôki Okada,1,1405032.0,211653925.59462702
Kei Kobayashi,1,1405032.0,211653925.59462702
Yuka Imoto,1,1405032.0,211653925.59462702
Steve Howey,1,1400000.0,211653086.92796037
David Masajnik,1,1392649.0,211651861.76129368
Diego Ramos,1,1392649.0,211651861.76129368
Juan José Campanella,1,1392649.0,211651861.76129368
Susan May Pratt,1,1382654.2,211650195.9612937
Richard Speight Jr.,1,1382654.2,211650195.9612937
Brad Renfro,1,1381824.0,211650057.59462702
Ekkehardt Belle,1,1365108.0,211647271.59462702
Jean-Claude Bouillon,1,1365108.0,211647271.59462702
Tara Spencer-Nairn,1,1361417.8,211646656.5612937
Jenny Pudavick,1,1361417.8,211646656.5612937
Kimberly Huie,1,1361417.8,211646656.5612937
Keith David,8,185353716.5,211642173.35136634
Kazuya Aoyama,1,1330000.0,211641420.26129368
Reiko Tajima,1,1330000.0,211641420.26129368
Masaaki Daimon,1,1330000.0,211641420.26129368
Sticky Fingaz,1,1329068.8,211641265.0612937
Jedidiah Goodacre,1,1319566.0,211639681.26129368
RJ Mitte,1,1319566.0,211639681.26129368
Sagamore Stévenin,1,1314053.0,211638762.42796037
Cinthya Carmona,1,1309971.0,211638082.09462702
Bobby Soto,1,1309971.0,211638082.09462702
Richard Carlson,1,1300000.0,211636420.26129368
Julie Adams,1,1300000.0,211636420.26129368
Richard Denning,1,1300000.0,211636420.26129368
Shannon Quinlan,1,1293976.0,211635416.26129368
Luis Brandoni,1,1292773.0,211635215.76129368
Dady Brieva,1,1292773.0,211635215.76129368
Tracey Walter,1,1278471.0,211632832.09462702
Andy Rodoreda,1,1271556.0,211631679.59462702
Maeve Dermody,1,1271556.0,211631679.59462702
Diana Glenn,1,1271556.0,211631679.59462702
Zack Beseda,1,1261937.0,211630076.42796037
Fred Griffith,1,1261937.0,211630076.42796037
Zar Amir Ebrahimi,1,1252637.0,211628526.42796037
Mehdi Bajestani,1,1252637.0,211628526.42796037
Arash Ashtiani,1,1252637.0,211628526.42796037
Sophia Myles,1,1250617.0,211628189.76129368
Gavin Ward,1,1240261.6,211626463.8612937
Michele Riondino,1,1240261.6,211626463.8612937
Raymond Thiry,1,1240261.6,211626463.8612937
Leo Gregory,1,1240261.6,211626463.8612937
Henrietta Holm,1,1240261.6,211626463.8612937
Sawyer Ward,1,1240261.6,211626463.8612937
Greyson Ward,1,1240261.6,211626463.8612937
Emma Bading,1,1240261.6,211626463.8612937
Jason Vail,1,1240261.6,211626463.8612937
Art LaFleur,1,1240261.6,211626463.8612937
Nicholas Warren,1,1240261.6,211626463.8612937
Damien Luvara,1,1240261.6,211626463.8612937
Tom Savini,1,1240261.6,211626463.8612937
Abolfazl Bagherian,1,1240261.6,211626463.8612937
Mehrab Bagherian,1,1240261.6,211626463.8612937
Latasha Thompson,1,1240261.6,211626463.8612937
Benedict Cezair-Thompson,1,1240261.6,211626463.8612937
Emma Lockhart,1,1240261.6,211626463.8612937
Claudette Mink,1,1240261.6,211626463.8612937
Bill Oberst Jr.,1,1240261.6,211626463.8612937
Baby Norman,1,1240261.6,211626463.8612937
Jamie McCoy,1,1240261.6,211626463.8612937
Anthony Carbone,1,1240261.6,211626463.8612937
Salar Afshar,1,1240261.6,211626463.8612937
Kyle Cassie,1,1240261.6,211626463.8612937
Rosana Caskan,1,1240261.6,211626463.8612937
Natassia Malthe,1,1240261.6,211626463.8612937
Eli Jackson,1,1240261.6,211626463.8612937
Ananya Mishra,1,1240261.6,211626463.8612937
Partha Sarathi Ray,1,1240261.6,211626463.8612937
Sukant Rath,1,1240261.6,211626463.8612937
Alejandra Grepi,1,1240261.6,211626463.8612937
Tania Moshito,1,1240261.6,211626463.8612937
Alexis Arquette,1,1240261.6,211626463.8612937
Stacy Galina,1,1240261.6,211626463.8612937
Natalie Buljac,1,1240261.6,211626463.8612937
Jimmy Barbarise,1,1240261.6,211626463.8612937
Tracey Fairaway,1,1240261.6,211626463.8612937
Nick Eversman,1,1240261.6,211626463.8612937
Thomas Tyrell,1,1240261.6,211626463.8612937
Joanne Perica,1,1240261.6,211626463.8612937
Todd Stashwick,1,1239498.0,211626336.59462702
Nguyễn Phan Thái Vũ,1,1232396.2,211625152.9612937
Hải Dương,1,1232396.2,211625152.9612937
Minh Tu Le,1,1232396.2,211625152.9612937
Giacomo Gianniotti,1,1228459.0,211624496.76129368
Alida Valli,1,1226098.0,211624103.26129368
Cheung Ging-Fa,1,1201428.0,211619991.59462702
Amanda Donohoe,1,1189315.0,211617972.76129368
Steven Waddington,1,1181929.0,211616741.76129368
Jo Hartley,1,1181929.0,211616741.76129368
Adam Hampton,1,1174698.8,211615536.72796035
Fred Shields,1,1135000.0,211608920.26129368
Pinto Colvig,1,1135000.0,211608920.26129368
José Oliveira,1,1135000.0,211608920.26129368
Jessica Henwick,1,1131683.0,211608367.42796037
India Eisley,1,1119537.0,211606343.09462702
Luke Mitchell,1,1117982.0,211606083.92796037
Amali Golden,1,1117982.0,211606083.92796037
Charlie Ray,1,1117920.0,211606073.59462702
Tilda Cobham-Hervey,1,1109276.0,211604632.92796037
Claire Trevor,1,1103757.0,211603713.09462702
Axelle Laffont,1,1100000.0,211603086.92796037
Mylène Jampanoï,1,1100000.0,211603086.92796037
Catherine Bégin,1,1100000.0,211603086.92796037
Marie-Josée Croze,1,1100000.0,211603086.92796037
Morjana Alaoui,1,1100000.0,211603086.92796037
Paul Stamets,1,1096179.0,211602450.09462702
Michael Pollan,1,1096179.0,211602450.09462702
Souheila Yacoub,1,1088907.0,211601238.09462702
Romain Guillermic,1,1088907.0,211601238.09462702
Naser Hashemi,1,1067495.0,211597669.42796037
Bakhtiyar Panjeei,1,1067495.0,211597669.42796037
Vahid Mobaser,1,1067495.0,211597669.42796037
Moon Geun-young,1,1062878.0,211596899.92796037
Aleksey Faddeev,1,1053002.0,211595253.92796037
Aleksandr Kuznetsov,1,1053002.0,211595253.92796037
Vitaly Kravchenko,1,1053002.0,211595253.92796037
Dwayne Cameron,1,1052222.0,211595123.92796037
Kim Sae-byuk,1,1041948.0,211593411.59462702
Park Ji-hu,1,1041948.0,211593411.59462702
Seol Hye-in,1,1041948.0,211593411.59462702
Guillaume Cyr,1,1039744.4,211593044.32796034
Pierre-Paul Alain,1,1039744.4,211593044.32796034
Karine Vanasse,1,1039744.4,211593044.32796034
Robert Strange,1,1035734.0,211592375.92796037
Ethan Taylor,1,1035734.0,211592375.92796037
Lucy-Jane Quinlan,1,1035734.0,211592375.92796037
Madeleine Arthur,1,1023510.0,211590338.59462702
Hiroki Takahashi,1,1015339.0,211588976.76129368
Alison Bartlett,1,1011535.0,211588342.76129368
Joe Silver,1,1000000.0,211586420.26129368
Lynn Lowry,1,1000000.0,211586420.26129368
Paul Hampton,1,1000000.0,211586420.26129368
Marion Mack,1,1000000.0,211586420.26129368
Glen Cavender,1,1000000.0,211586420.26129368
Buster Keaton,1,1000000.0,211586420.26129368
Yutaka Hayashi,1,980000.0,211583086.92796037
Hiroyuki Kawase,1,980000.0,211583086.92796037
Katsuhiko Sasaki,1,980000.0,211583086.92796037
Kelly Overton,1,967000.0,211580920.26129368
Jonathan Patrick Foo,1,967000.0,211580920.26129368
Pornchanok Mabklang,1,958883.0,211579567.42796037
Vithaya Pansringarm,1,958883.0,211579567.42796037
Justin Benson,1,956425.0,211579157.76129368
Aaron Moorhead,1,956425.0,211579157.76129368
Katsunosuke Hori,1,946590.0,211577518.59462702
Karen Lancaume,1,940944.0,211576577.59462702
Ouassini Embarek,1,940944.0,211576577.59462702
Raffaëla Anderson,1,940944.0,211576577.59462702
Milana Vayntrub,1,937490.0,211576001.92796037
George Basil,1,937490.0,211576001.92796037
Bahare Seddiqi,1,925402.0,211573987.26129368
Reza Naji,1,925402.0,211573987.26129368
Amir Farrokh Hashemian,1,925402.0,211573987.26129368
Nigel Bennett,1,898365.0,211569481.09462702
Tommy Gene Surridge,1,889816.0,211568056.26129368
Dixie Egerickx,1,889816.0,211568056.26129368
Rosy McEwen,1,889529.0,211568008.42796037
Andrei Arlovski,1,875386.0,211565651.26129368
Alejandra Flechner,1,871621.0,211565023.76129368
Jessica Szohr,1,868081.0,211564433.76129368
David Rawle,1,857522.0,211562673.92796037
Baykali Ganambarr,1,855756.0,211562379.59462702
Aisling Franciosi,1,855756.0,211562379.59462702
Natasha Yarovenko,1,844281.0,211560467.09462702
Enrico Lo Verso,1,844281.0,211560467.09462702
Stephen Root,1,843965.0,211560414.42796037
Carlos Padilla,1,837000.0,211559253.59462702
Xuna Primus,1,837000.0,211559253.59462702
Miho Nikaido,1,795312.0,211552305.59462702
Sayoko Amano,1,795312.0,211552305.59462702
Tenmei Kano,1,795312.0,211552305.59462702
Howie Mandel,1,793775.0,211552049.42796037
Fred Savage,1,793775.0,211552049.42796037
Jennifer Love Hewitt,9,188134137.53333333,211551839.95484015
Storm Acheche Sahlstrøm,1,791867.0,211551731.42796037
Matthias Habich,1,788191.0,211551118.76129368
Saeed Poursamimi,1,785361.0,211550647.09462702
Navid Mohammadzade,1,785361.0,211550647.09462702
Tarane Alidousti,1,785361.0,211550647.09462702
Tsuyoshi Muro,1,779893.0,211549735.76129368
Ava Connolly,1,769028.0,211547924.92796037
Cynthia Leake,1,760883.0,211546567.42796037
Randy Norton,1,760883.0,211546567.42796037
Steve Sandor,1,760883.0,211546567.42796037
Jonathan Chase,1,745327.0,211543974.76129368
Michael Carbonaro,1,745327.0,211543974.76129368
Dave Davis,1,742476.0,211543499.59462702
Menashe Lustig,1,742476.0,211543499.59462702
Lynn Cohen,1,742476.0,211543499.59462702
Kris Wu,1,731607.0,211541688.09462702
Carla Quílez,1,723388.0,211540318.26129368
Jordan Cornejo,1,723388.0,211540318.26129368
Ángela Cervantes,1,723388.0,211540318.26129368
Stig Henrik Hoff,1,712216.0,211538456.26129368
Lachlan Nieboer,1,712216.0,211538456.26129368
Jeana Ho Pui-Yu,1,709136.0,211537942.92796037
Candy Yuen,1,709136.0,211537942.92796037
Dominic Ho,1,709136.0,211537942.92796037
Bela Lugosi,1,700000.0,211536420.26129368
Romane Libert,1,700000.0,211536420.26129368
Peter Franzén,1,700000.0,211536420.26129368
David Manners,1,700000.0,211536420.26129368
Helen Chandler,1,700000.0,211536420.26129368
Vincent Colombe,1,692079.0,211535100.09462702
Peter Bart,1,691880.0,211535066.92796037
Daniel Bernhardt,1,684351.0,211533812.09462702
Lars Brygmann,1,679505.0,211533004.42796037
Jemma Dallender,1,678604.0,211532854.26129368
Aleksandar Aleksiev,1,678604.0,211532854.26129368
Joe Absolom,1,678604.0,211532854.26129368
Juan Pablo Di Pace,1,667072.4,211530932.32796034
Kelly Brook,1,667072.4,211530932.32796034
Tory Kittles,1,660132.0,211529775.59462702
Clara Rugaard,1,643593.0,211527019.09462702
David Gyasi,1,641910.2,211526738.62796035
Idzi Dulkiewicz,1,641308.0,211526638.26129368
Jacob Davich,1,636706.0,211525871.26129368
Matt Bennett,1,636706.0,211525871.26129368
Linda Lavin,1,624549.0,211523845.09462702
Sam Trammell,1,624549.0,211523845.09462702
Adriano Giannini,1,611032.0,211521592.26129368
Kevin Durant,1,587211.0,211517622.09462702
Taylor Gray,1,587211.0,211517622.09462702
Lisa Stewart,1,580346.0,211516477.92796037
İsmail Filiz,1,568828.0,211514558.26129368
Baki İlhan,1,568828.0,211514558.26129368
Esra Bilgiç,1,568828.0,211514558.26129368
Maruschka Detmers,1,546904.0,211510904.26129368
Federico Pitzalis,1,546904.0,211510904.26129368
Casey Gooden,1,545436.0,211510659.59462702
David Sullivan,1,545436.0,211510659.59462702
Shane Carruth,1,545436.0,211510659.59462702
Katharina Lorenz,1,537274.0,211509299.26129368
Florian Teichtmeister,1,537274.0,211509299.26129368
Yana Enzhaeva,1,532054.0,211508429.26129368
Ilya Ermolov,1,532054.0,211508429.26129368
Henrik Lundström,1,528245.0,211507794.42796037
Andreas Wilson,1,528245.0,211507794.42796037
Gustaf Skarsgård,1,528245.0,211507794.42796037
Philip Tan,1,521918.0,211506739.92796037
Madison Mullahey,1,521149.0,211506611.76129368
Olivia Manning,1,521149.0,211506611.76129368
Jessica Webb,1,521149.0,211506611.76129368
Aaron Jakubenko,1,517929.0,211506075.09462702
Te Kohe Tuhaka,1,517929.0,211506075.09462702
Paul Raci,1,516819.0,211505890.09462702
Alejandro Tommasi,1,512315.0,211505139.42796037
Jorge Lavat,1,512315.0,211505139.42796037
Raff Law,1,510466.0,211504831.26129368
Juan Cano,1,500000.0,211503086.92796037
Taito Ban,1,496334.0,211502475.92796037
Steven Cree,1,492000.0,211501753.59462702
Barbara Marten,1,492000.0,211501753.59462702
Sophia Heikkilä,1,490000.0,211501420.26129368
Siiri Solalinna,1,490000.0,211501420.26129368
Jani Volanen,1,490000.0,211501420.26129368
Jonathan Aris,1,487625.0,211501024.42796037
Toshirō Yanagiba,1,473110.0,211498605.26129368
Miki Imai,1,473110.0,211498605.26129368
Mitch Eakins,1,470901.0,211498237.09462702
Clémence Poésy,1,449753.0,211494712.42796037
Stephen Jasso,1,447741.0,211494377.09462702
Tiffany Limos,1,447741.0,211494377.09462702
Rodolfo Sancho,1,443458.0,211493663.26129368
Nerea Barros,1,443458.0,211493663.26129368
Fardin Mijdzadeh,1,440544.0,211493177.59462702
Amin Nawabi,1,440544.0,211493177.59462702
Daniel Karimyar,1,440544.0,211493177.59462702
Lamberto Maggiorani,1,436655.0,211492529.42796037
Lianella Carell,1,436655.0,211492529.42796037
Enzo Staiola,1,436655.0,211492529.42796037
Emma Louise Webb,1,436536.0,211492509.59462702
Haley Bishop,1,436536.0,211492509.59462702
Jemma Moore,1,436536.0,211492509.59462702
Molly Wright,1,434336.0,211492142.92796037
Siobhan Finneran,1,434336.0,211492142.92796037
Sacha Parkinson,1,434336.0,211492142.92796037
Beth Grant,1,431020.0,211491590.26129368
Emily Tosta,1,431020.0,211491590.26129368
Terry Kinney,1,428868.0,211491231.59462702
Meg Tilly,1,428868.0,211491231.59462702
Damon Carney,1,426290.0,211490801.92796037
Paul T. Taylor,1,426290.0,211490801.92796037
William Levy,1,425332.0,211490642.26129368
Alicia Sanz,1,425332.0,211490642.26129368
Roberto Sosa,1,425332.0,211490642.26129368
Paul Barrett,1,413844.0,211488727.59462702
Rachael Blake,1,408680.0,211487866.92796037
Ewen Leslie,1,408680.0,211487866.92796037
Brian Hallisay,1,404594.0,211487185.92796037
Vladimir Burlakov,1,400900.0,211486570.26129368
Lara Rossi,1,400900.0,211486570.26129368
Kit Dale,1,400900.0,211486570.26129368
Chukwudi Iwuji,1,394717.0,211485539.76129368
Luke Mably,1,394717.0,211485539.76129368
Adar Beck,1,394717.0,211485539.76129368
Shinobu Terajima,1,384659.0,211483863.42796037
Gaku Hamada,1,384659.0,211483863.42796037
Kokoro Hirasawa,1,384659.0,211483863.42796037
Richard Holmes,1,380512.0,211483172.26129368
Laura Galán,1,380512.0,211483172.26129368
Chete Lera,1,370720.0,211481540.26129368
Mel Gibson,35,205449579.53714287,211481345.13419408
Ryo Ishibashi,1,359853.0,211479729.09462702
Jun Kunimura,1,359853.0,211479729.09462702
Eihi Shiina,1,359853.0,211479729.09462702
Laura Cepeda,1,358156.0,211479446.26129368
Kyle Catlett,1,357687.0,211479368.09462702
Anthony Turpel,1,356840.0,211479226.92796037
Tammy Blanchard,1,354836.0,211478892.92796037
Emayatzy Corinealdi,1,354836.0,211478892.92796037
Jet Tranter,1,354670.0,211478865.26129368
Dan Ewing,1,354670.0,211478865.26129368
Fyodor Bondarchuk,1,354023.0,211478757.42796037
Yoshio Inaba,1,346300.0,211477470.26129368
Romane Bohringer,1,339889.0,211476401.76129368
Grace Park,1,333593.0,211475352.42796037
Satish Ratakonda,1,322619.0,211473523.42796037
Alex Cox,1,322619.0,211473523.42796037
Niketa Roman,1,322619.0,211473523.42796037
Simone Landers,1,313230.0,211471958.59462702
Raphaëlle Agogué,1,306724.0,211470874.26129368
Michaël Youn,1,306724.0,211470874.26129368
Alexie Gilmore,1,295750.0,211469045.26129368
Lawrence Taylor,1,293671.0,211468698.76129368
Lloyd Battista,1,293671.0,211468698.76129368
Michael Abbott Jr.,1,289157.0,211467946.42796037
Sae Otsuka,1,283558.0,211467013.26129368
Rimi Nishimoto,1,283558.0,211467013.26129368
Ayaka Ohashi,1,283558.0,211467013.26129368
Steve Vinovich,1,273644.0,211465360.92796037
Douglas Sills,1,273644.0,211465360.92796037
Shioli Kutsuna,1,269980.0,211464750.26129368
Ayumi Fujimura,1,269980.0,211464750.26129368
Oleg Zagorodnii,1,253583.0,211462017.42796037
Diana Pozharskaya,1,253583.0,211462017.42796037
Tom Prior,1,253583.0,211462017.42796037
Amparo Espinola,1,252494.0,211461835.92796037
Luz Champané,1,252494.0,211461835.92796037
Magui Bravi,1,252494.0,211461835.92796037
Ashley C. Williams,1,252207.0,211461788.09462702
Gabriel Mann,1,251495.0,211461669.42796037
Clara Bellar,1,251495.0,211461669.42796037
Ana Polvorosa,1,249204.0,211461287.59462702
Aomi Muyock,1,249083.0,211461267.42796037
Klara Kristin,1,249083.0,211461267.42796037
Morten Burian,1,247345.0,211460977.76129368
Sidsel Siem Koch,1,247345.0,211460977.76129368
Fedja van Huêt,1,247345.0,211460977.76129368
Timothy Balme,1,242623.0,211460190.76129368
Elizabeth Moody,1,242623.0,211460190.76129368
Diana Peñalver,1,242623.0,211460190.76129368
Elliott Spiers,1,241278.0,211459966.59462702
Glenne Headly,1,241278.0,211459966.59462702
Charlotte Burke,1,241278.0,211459966.59462702
Amara Zaragoza,1,240396.0,211459819.59462702
Joel David Moore,1,240396.0,211459819.59462702
Deon Richmond,1,240396.0,211459819.59462702
Riki Lindhome,1,239828.0,211459724.92796037
Henry Bergman,1,229549.0,211458011.76129368
Paulette Goddard,1,229549.0,211458011.76129368
Samantha Robinson,1,228894.0,211457902.59462702
Laura Waddell,1,228894.0,211457902.59462702
Gian Keys,1,228894.0,211457902.59462702
Rita Tushingham,1,225374.0,211457315.92796037
Dario Argento,1,222230.0,211456791.92796037
Françoise Lebrun,1,222230.0,211456791.92796037
André Bonzel,1,205569.0,211454015.09462702
Rémy Belvaux,1,205569.0,211454015.09462702
Brian Marc,1,200242.0,211453127.26129368
Sal Mineo,1,199963.0,211453080.76129368
Erin Cummings,1,199436.0,211452992.92796037
Julia Voth,1,199436.0,211452992.92796037
Andrea Guzon,1,198242.0,211452793.92796037
James Swanton,1,195189.0,211452285.09462702
Matt McClure,1,195189.0,211452285.09462702
Mollie Hindle,1,195189.0,211452285.09462702
Law Kar-Ying,1,194720.0,211452206.92796037
Todd Jensen,1,194243.0,211452127.42796037
David Anthony Matranga,1,193425.0,211451991.09462702
Justin Doran,1,193425.0,211451991.09462702
Sandrine Kiberlain,1,191862.0,211451730.59462702
Robert Jacks,1,185898.0,211450736.59462702
Susie Porter,1,176048.0,211449094.92796037
Josia Krug,1,170000.0,211448086.92796037
Gene Bervoets,1,170000.0,211448086.92796037
Anne Winters,1,169209.0,211447955.09462702
Liubomiras Laucevicius,1,168817.0,211447889.76129368
Aleksei Kravchenko,1,168817.0,211447889.76129368
Olga Mironova,1,168817.0,211447889.76129368
Stephen Amell,1,157209.0,211445955.09462702
Dominique Horwitz,1,152972.0,211445248.92796037
Jochen Nickel,1,152972.0,211445248.92796037
Hideyuki Tanaka,1,151086.0,211444934.59462702
Art Hindle,1,151042.0,211444927.26129368
Aaron Poole,1,151042.0,211444927.26129368
Kofi Siriboe,1,150191.0,211444785.42796037
Jahking Guillory,1,150191.0,211444785.42796037
Jun Shison,1,145382.0,211443983.92796037
